Nazivna moc;Masa vozila;Kombinirana poraba goriva;Vrsta goriva (opis);Znamka;Tovarniöka oznaka oznaka;Komercialna oznaka;Drzava;Drzava (koda);Kategorija in vrsta vozila (opis);Najvisja hitrost;Oblika nadgradnje (opis);Komerc. oznaka  do prvega
66;1365;4.1;1;KIA;JDB5D11-M64BZ1;CEED / 1.4 / D;Slovaöka;SVK;osebni avtomobil;170;vozilo za posebne namene;CEED 
66;1295;4.1;1;KIA;UBF5D21-M65AZ1;RIO / 1.4 / D;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;RIO 
66;1289;4.1;1;KIA;UBF5D21-M65AY1;RIO / 1.4 / D;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;RIO 
66;1100;4.1;0;MAZDA;6HD6FW01;MAZDA 2 / G90 /;Japonska ;JPN;osebni avtomobil;183;vozilo z dviûnimi vrati zadaj;MAZDA 2 
66;1450;4.1;1;MERCEDES BENZ;M211P2-MZBA1501;B / 160 / d;Nemcija;DEU;osebni avtomobil;180;karavan;B 
66;1435;4.1;1;MERCEDES BENZ;M211M2-AZAAB500;B / 160 / CDI;Nemcija;DEU;osebni avtomobil;180;karavan;B 
66;1420;4.1;1;MERCEDES BENZ;M211P2-AZBCA502;B / 160 / D;Nemcija;DEU;osebni avtomobil;180;karavan;B 
66;1288;4.1;1;RENAULT;2RBL1E;CAPTUR / 1.5 / DCI AUT.;Francija;FRA;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1326;4.1;1;SEAT;FCLHBX0-FM5NFM5A40517MJVLO;LEON ST / 1.6 / TDI;äpanija;ESP;osebni avtomobil;178;karavan;LEON ST 
66;1281;4.1;1;SEAT;BCLHBX0-FM5NFM5A40517MJVL;LEON / 1.6 / TDI;äpanija;ESP;osebni avtomobil;178;karavan;LEON 
66;1260;4.1;1;SEAT;BCXXAX0V-FM5NFM5A40517MMVLO561;LEON / 1.6 / TDI;äpanija;ESP;osebni avtomobil;180;karavan;LEON 
66;1327;4.1;1;äKODA;ACDDYBX0-NFM5FM5A4051STVLN617;OCTAVIA / COMBI 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;183;karavan;OCTAVIA 
66;1322;4.1;1;äKODA;ACCLHBX0-NFM5FM5A4051STVL0;OCTAVIA / COMBI 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;183;karavan;OCTAVIA 
66;1305;4.1;1;äKODA;AADDYBX0-NFM5FM5A4051STVLN617;OCTAVIA / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;186;limuzina;OCTAVIA 
66;1300;4.1;1;äKODA;AACLHBX0-NFM5FM5A4051STVL0;OCTAVIA / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;186;limuzina;OCTAVIA 
66;940;4.1;0;SMART;5312G0-LZBAA202;FORTWO / COUPE / AUT.;Nemcija;DEU;osebni avtomobil;155;kupe;FORTWO 
66;1430;4.1;1;TOYOTA;E15UT(a)/NDE180(W)/NDE180L-DWFNXW(7W);AURIS / 1.4 / D TS;Zdruûeno kraljestvo;GBR;osebni avtomobil;175;karavan;AURIS 
66;1385;4.1;1;TOYOTA;NDE180L-DEFNXW(4K);COROLLA / 1.4 / D;Turcija;TUR;osebni avtomobil;180;limuzina;COROLLA 
66;1175;4.1;1;TOYOTA;NLP130L-CHFNXW(2G);YARIS / 1.4 / D;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;YARIS 
66;1140;4.1;1;TOYOTA;NLP130L-CHFNXW(2F);YARIS / 1.4 / D;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;YARIS 
66;1130;4.1;1;TOYOTA;NLP90L-CHFRXW(1E);YARIS / 1.4 / D;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;YARIS 
66;1395;4.1;1;VOLKSWAGEN;SACDDYBX0-FM5FM5A4051N7MMON1VL01VR2;GOLF / SPORTSVAN 1.6 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;GOLF 
66;1319;4.1;1;VOLKSWAGEN;GAC4DDYBX0-FM5FM5A4051N7MMON1VL61VR2;GOLF / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;184;karavan;GOLF 
66;1312;4.1;1;VOLKSWAGEN;GAC45CXXAX0-FM5FM5A4051N7MMON1VL63VR2;GOLF / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;185;karavan;GOLF 
66;1260;4.2;1;AUDI;SCAYBF1-FD7AM007R8X52LLS57MJEM0AN;A1 / 1.6 / TDI AUT.;Nemcija;DEU;osebni avtomobil;182;vozilo z dviûnimi vrati zadaj;A1 
66;1235;4.2;1;AUDI;ACAYBF1-FD7AM007R8X52LLS47MJEM0;A1 / 1.6 / TDI AUT.;Nemcija;DEU;osebni avtomobil;182;karavan;A1 
66;1404;4.2;1;DACIA;0SDCJG;DOKKER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;163;karavan;DOKKER 
66;1395;4.2;1;DACIA;0SDCJ5;DOKKER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;163;karavan;DOKKER 
66;1313;4.2;1;DACIA;JSDDL5;LODGY / 1.5 / DCI;Romunija;ROM;osebni avtomobil;169;karavan;LODGY 
66;1118;4.2;1;FORD;JA8-HHJC1J5AE;FIESTA / 1.6 / TDCI 5 vr;Nemcija;DEU;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;FIESTA 
66;1486;4.2;1;HYUNDAI;B5DA1-M65CZ1;i 30 / 1.4 / CRDi;Ceöka republika;CZE;osebni avtomobil;173;vozilo z dviûnimi vrati zadaj;i 30 
66;1389;4.2;1;HYUNDAI;F5DB1-M62BZ1;ix20 / 1.4 / CRDi;Ceöka republika;CZE;osebni avtomobil;167;vecnamensko vozilo;ix20 
66;1439;4.2;1;KIA;EDB3DO1-M63AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1396;4.2;1;KIA;JDB5DA1-M64EZ1;CEED / 1.4 / TD;Slovaöka;SVK;osebni avtomobil;173;vozilo z dviûnimi vrati zadaj;CEED 
66;1386;4.2;1;KIA;JDB5DA1-M64EZ1;CEE'D / 1.4 / TD;Slovaöka;SVK;osebni avtomobil;173;vozilo z dviûnimi vrati zadaj;CEE'D 
66;1280;4.2;1;NISSAN;E11-C04;NOTE / 1.5 / DCI;Zdruûeno kraljestvo;GBR;osebni avtomobil;168;vecnamensko vozilo;NOTE 
66;1141;4.2;0;OPEL;BAABC12-BX1D6KH9A4;ADAM / 1.0 / TURBO;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;ADAM 
66;1378;4.2;1;RENAULT;R00JD2N45SA10A5000;CAPTUR / 1.5 / DCI;Francija;FRA;osebni avtomobil;171;vozilo z dviûnimi vrati zadaj;CAPTUR 
66;1157;4.2;0;RENAULT;5R240A;CLIO / 0.9 / TCE;Francija;FRA;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;CLIO 
66;1305;4.2;1;SEAT;FCXXAX0V-FM5NFM5A40517MMVLO561;LEON ST / 1.6 / TDI;äpanija;ESP;osebni avtomobil;180;karavan;LEON ST 
66;1225;4.2;1;SEAT;SECAYBX0-SGNFM52R0297MGGI;IBIZA ST / 1.6 / TDI;äpanija;ESP;osebni avtomobil;178;karavan;IBIZA ST 
66;1195;4.2;1;SEAT;SCNCAYBX0-SGFM52R02947MGGI;IBIZA / 1.6 / TDI;äpanija;ESP;osebni avtomobil;177;vecnamensko vozilo;IBIZA 
66;1170;4.2;1;SEAT;SCCAYBX0-SGNFM52R0297MGGI;IBIZA / 1.6 / TDI;äpanija;ESP;osebni avtomobil;178;vecnamensko vozilo;IBIZA 
66;1170;4.2;1;SEAT;SCCAYBX0-SGNFM52R0297MGGI;IBIZA ST / 1.6 / TDI;äpanija;ESP;osebni avtomobil;178;vecnamensko vozilo;IBIZA ST 
66;1224;4.2;1;äKODA;ACCAYBX01-NFM5FM52R02914N;FABIA / COMBI 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;177;karavan;FABIA 
66;1204;4.2;1;äKODA;ABCAYBX01-NFM5FM52R02914N0;FABIA / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;176;vozilo z dviûnimi vrati zadaj;FABIA 
66;1025;4.2;0;SMART;5212G0-LZBAA412;FORFOUR / AUT. /;Nemcija;DEU;osebni avtomobil;165;limuzina;FORFOUR 
66;995;4.2;0;SMART;5412G0-LZBAA202;FORTWO / CABRIO / AUT.;Nemcija;DEU;osebni avtomobil;155;kabriolet;FORTWO 
66;915;4.2;0;SMART;5312G0-BZBAA200;SMART FORTWO / COUPE /;Nemcija;DEU;osebni avtomobil;155;kupe;SMART FORTWO 
66;940;4.2;0;SUZUKI;EWB32S-MT;BALENO / 1.2 /;Indija;IND;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;BALENO 
66;1390;4.2;1;TOYOTA;NDE180L-DWFDXW(3S);AURIS / 1.4 / TS D;Zdruûeno kraljestvo;GBR;osebni avtomobil;175;karavan;AURIS 
66;1375;4.2;1;TOYOTA;NDE180L-DHFNXW(4R);AURIS / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;AURIS 
66;1350;4.2;1;TOYOTA;NDE180L-DHFDXW(4T);AURIS / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;AURIS 
66;1300;4.2;1;TOYOTA;NDE180L-DHFNXW(4T);AURIS / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;AURIS 
66;1270;4.2;1;TOYOTA;NDE180L-DHFNXW(4Q);AURIS / 1.4 / D;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;AURIS 
66;1130;4.2;1;TOYOTA;NLP90L-CHFGXW(2E);YARIS / 1.4 / D;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;YARIS 
66;1157;4.2;1;VOLKSWAGEN;ABCAYB-FM5FM52R029N7MG;POLO / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;POLO 
66;1225;4.3;1;ALFA ROMEO;955AXH1B07D;MITO / 1.3 / JTD;Italija;ITA;osebni avtomobil;178;vecnamensko vozilo;MITO 
66;1163;4.3;1;CITROEN;FL8HYBF*8HY*-FL8HY*;C 3 / 1.4;Francija;FRA;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;C 3 
66;1163;4.3;1;CITROEN;FL8HYB;C3 / 1.4 / HDi 16V XTR;Francija;FRA;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;C3 
66;1147;4.3;1;CITROEN;FC8HYB;C3 / 1.4 / HDi 16V;Francija;FRA;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;C3 
66;1386;4.3;1;FORD;DA3HHDA1S-5KAEMN;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;180;karavan;FOCUS 
66;1446;4.3;1;HYUNDAI;F5D21-M62BZ1;ix20 / 1.4 / CRDi;Koreja. republika;KOR;osebni avtomobil;167;vecnamensko vozilo;ix20 
66;1355;4.3;1;HYUNDAI;B5D11-M65DZ1;i 30 / 1.4 / CRDi;Ceöka republika;CZE;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;i 30 
66;1275;4.3;1;HYUNDAI;F5D61-M62BZ1;i 20 / 1.4 / CRDi;Turcija;TUR;osebni avtomobil;174;vecnamensko vozilo;i 20 
66;1397;4.3;1;KIA;JDB5D11-M64DZ1;CEED / 1.4 / D;Slovaöka;SVK;osebni avtomobil;170;vozilo z dviûnimi vrati zadaj;CEED 
66;1345;4.3;1;KIA;YNSF5D41-M61BZ1;VENGA / CRDI / 1.4;Slovaöka;SVK;osebni avtomobil;167;vecnamensko vozilo;VENGA 
66;1307;4.3;1;KIA;UBF5D21-M65BZ1;RIO / 1.4 / D;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;RIO 
66;1292;4.3;1;KIA;UBF5D21-M65BY1;RIO / 1.4 / D;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;RIO 
66;1395;4.3;1;MERCEDES BENZ;XKXB8-KXB8B5;CITAN / 109 / CDI /;Nemcija;DEU;osebni avtomobil;160;karavan;CITAN 
66;1545;4.3;1;RENAULT;KW41B1;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;karavan;KANGOO 
66;1516;4.3;1;RENAULT;KW41B1;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;vozilo z dostopom za invalidski vozicek;KANGOO 
66;1415;4.3;1;RENAULT;KW31J1;KANGOO TPMR / 1.5 / DCI 4;Francija;FRA;osebni avtomobil;160;vozilo z dostopom za invalidski vozicek;KANGOO TPMR 
66;1394;4.3;1;RENAULT;KW58B5;KANGOO / 1.5 / DCI;Francija;FRA;osebni avtomobil;160;karavan;KANGOO 
66;1085;4.3;0;RENAULT;AHB225;TWINGO / 0.9 /;Francija;FRA;osebni avtomobil;165;vozilo z dviûnimi vrati zadaj;TWINGO 
66;1305;4.3;1;SEAT;FCXXAX0V-FM5NFM5A40517MMVLO563;LEON ST / 1.6 / TDI;äpanija;ESP;osebni avtomobil;180;karavan;LEON ST 
66;995;4.3;0;SMART;5212G0-CZBAA412;FORFOUR / /;Nemcija;DEU;osebni avtomobil;165;limuzina;FORFOUR 
66;915;4.3;0;SUZUKI;AZC83S-MT;SWIFT / 1.2 /;Japonska ;JPN;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;SWIFT 
66;1425;4.3;1;TOYOTA;NDE180L-DWFNXW(4R);AURIS / 1.4 / TS D;Zdruûeno kraljestvo;GBR;osebni avtomobil;175;karavan;AURIS 
66;1325;4.3;1;TOYOTA;NDE180L-DWFNXW(4S);AURIS / 1.4 / TS D;Zdruûeno kraljestvo;GBR;osebni avtomobil;175;karavan;AURIS 
66;1210;4.3;1;TOYOTA;NLP121L-CHFGXW(2A);VERSO-S / 1.4 / D;Japonska ;JPN;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;VERSO-S 
66;1210;4.3;1;TOYOTA;NLP121L-CHFGXW(1C);VERSO-S / 1.4 / D;Japonska ;JPN;osebni avtomobil;175;vecnamensko vozilo;VERSO-S 
66;1221;4.3;1;VOLKSWAGEN;ABCAYB-FM5FM52R029LLCVR07MG;POLO / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;176;vozilo z dviûnimi vrati zadaj;POLO 
66;1179;4.3;1;VOLKSWAGEN;ABCAYB-FD7FD7AM007LLNVR07MG;POLO / 1.6 / TDI AUT.;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;POLO 
66;1395;4.4;1;AUDI;SCAYBF1-FM5A4051R8P607MGEM1;A3 / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;A3 
66;1355;4.4;1;AUDI;ACAYBF1-FM5A4051R8P607MGEM1;A3 / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;A3 
66;1168;4.4;1;AUDI;8ZLATLF1-FM52J070R8Z50S4L;A2 / 1.4 / TDI;Nemcija;DEU;osebni avtomobil;188;vozilo z dviûnimi vrati zadaj;A2 
66;1169;4.4;1;CITROEN;FL9HXC;C 3 / 1.6;Francija;FRA;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;C 3 
66;1163;4.4;1;CITROEN;FC9HXC;C 3 / 1.6;Francija;FRA;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;C 3 
66;1391;4.4;1;DACIA;SRDHD2AA6BE00M0000;DUSTER / 1.5 / DCI;Francija;FRA;osebni avtomobil;158;karavan;DUSTER 
66;1359;4.4;1;DACIA;HSDCJ6;DUSTER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;156;karavan;DUSTER 
66;1395;4.4;1;FIAT;198AXM1B09;BRAVO / 1.6 / JTD;Italija;ITA;osebni avtomobil;173;vecnamensko vozilo;BRAVO 
66;1220;4.4;1;FIAT;199BXD1118E;GRANDE PUNTO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;GRANDE PUNTO 
66;1386;4.4;1;FORD;DA3HHDA1S-5KACMP;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;karavan;FOCUS 
66;1352;4.4;1;FORD;DA3GPDA1P-5KACMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1335;4.4;1;FORD;DA3HHDA1G-5KACMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1155;4.4;1;FORD;JH1-HHJB15BABKV;FIESTA / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;FIESTA 
66;1530;4.4;1;HYUNDAI;F5D11-M65BZ1;I 30 CW / 1.4 / CRDI;Ceöka republika;CZE;osebni avtomobil;170;karavan;I 30 CW 
66;1470;4.4;1;HYUNDAI;B5DI1-M63CZ1;i 30 / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1385;4.4;1;HYUNDAI;B5DR1-M63CZ1;i 30 / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1380;4.4;1;HYUNDAI;B5DR1-M63CZ1;i 30 / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vozilo za posebne namene;i 30 
66;1395;4.4;1;KIA;YNSF5DA1-M61DZ1;VENGA / 1.4 / D;Slovaöka;SVK;osebni avtomobil;167;vecnamensko vozilo;VENGA 
66;1367;4.4;1;KIA;EDB5DL1-M62AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1385;4.4;1;MINI;ZD11-5H25C;ONE D COUNTRYMAN / /;Nemcija;DEU;osebni avtomobil;170;karavan;ONE D COUNTRYMAN 
66;1149;4.4;0;NISSAN;K14BB01;MICRA / 0.9 /;Francija;FRA;osebni avtomobil;175;vecnamensko vozilo;MICRA 
66;1199;4.4;0;OPEL;CAABC12-BX2F5KH9A5;CORSA / 1.0 / TURBO;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;CORSA 
66;1325;4.4;1;RENAULT;KZ1A05;MEGANE / GRANDTOUR 1.5 / DCI;Francija;FRA;osebni avtomobil;180;karavan;MEGANE 
66;1290;4.4;1;RENAULT;BZ1A05;MEGANE / 1.5 / DCI;Francija;FRA;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;MEGANE 
66;1280;4.4;1;RENAULT;DZ1A05;MEGANE / COUPE 1.5 / DCI;Francija;FRA;osebni avtomobil;180;kupe;MEGANE 
66;1280;4.4;1;RENAULT;BZAS05;MEGANE / 1.5 / DCI;Francija;FRA;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;MEGANE 
66;1280;4.4;1;RENAULT;LZBS05;FLUENCE / 1.5 / DCI;Francija;FRA;osebni avtomobil;175;limuzina;FLUENCE 
66;1265;4.4;1;SEAT;AACAYB-NFM5FM52R029ST0P0SE;TOLEDO / 1.6 / TDI;äpanija;ESP;osebni avtomobil;184;limuzina;TOLEDO 
66;1265;4.4;1;äKODA;AACAYB-NFM5FM52R029STN0P0SK;RAPID / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;184;limuzina;RAPID 
66;1260;4.4;1;äKODA;ABCAYB-NFM5FM52R029STN0P0SK;RAPID / 1.6 / TDI;Ceöka republika;CZE;osebni avtomobil;182;vozilo z dviûnimi vrati zadaj;RAPID 
66;1002;4.4;0;VOLKSWAGEN;ABCHZA-FM5FM5DF0047MMVR2N1SVW61;UP! / 1.0 /;Nemcija;DEU;osebni avtomobil;185;vozilo z dviûnimi vrati zadaj;UP! 
66;1225;4.5;1;ALFA ROMEO;955AXH1B07;MITO / 1.3 / JTD;Italija;ITA;osebni avtomobil;178;vecnamensko vozilo;MITO 
66;1395;4.5;1;AUDI;SCAYBF1-FM5A4051R8P607MGEM0;A3 / 1.6 / TDI;Nemcija;DEU;osebni avtomobil;180;karavan;A3 
66;1355;4.5;1;CITROEN;LC9HVC/1;C4 / 1.6 / HDi 16V;Francija;FRA;osebni avtomobil;178;vozilo z dviûnimi vrati zadaj;C4 
66;1313;4.5;1;DACIA;JSDDL4;LODGY / 1.5 / DCI;Romunija;ROM;osebni avtomobil;169;karavan;LODGY 
66;1280;4.5;1;DACIA;JSDCL4;LODGY / 1.5 / DCI;Romunija;ROM;osebni avtomobil;169;karavan;LODGY 
66;1280;4.5;1;DACIA;0SDCL5;DOKKER / 1.5 / DCI;Romunija;ROM;osebni avtomobil;162;karavan;DOKKER 
66;1260;4.5;1;FIAT;199DXD1AA9;GRANDE PUNTO VAN 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;GRANDE PUNTO VAN 1.3 
66;1220;4.5;1;FIAT;199BXD1B07E;GRANDE PUNTO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;GRANDE PUNTO 
66;1220;4.5;1;FIAT;199BXD1A12E;PUNTO EVO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;PUNTO EVO 
66;1205;4.5;1;FIAT;199AXD1B06L;PUNTO EVO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;PUNTO EVO 
66;1205;4.5;1;FIAT;199AXD1B06L;PUNTO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;PUNTO 
66;1205;4.5;1;FIAT;199AXD1A11C;GRANDE PUNTO / 1.3 / JTD;Italija;ITA;osebni avtomobil;175;vecnamensko vozilo;GRANDE PUNTO 
66;1391;4.5;1;FORD;DM2-HHDA1E5KACMV;C-MAX / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;174;vecnamensko vozilo;C-MAX 
66;1386;4.5;1;FORD;DA3GPDA1S-5KACMP;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;karavan;FOCUS 
66;1377;4.5;1;FORD;DB3HHDA1H-5KACMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;179;limuzina;FOCUS 
66;1352;4.5;1;FORD;DA3HHDA1P-5KACMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1335;4.5;1;FORD;DA3HHDA1S-5KACMP;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;karavan;FOCUS 
66;1335;4.5;1;FORD;DA3HHDA1G-5KACMH;FOCUS / 1.6 / TDCi;Nemcija;DEU;osebni avtomobil;177;vozilo z dviûnimi vrati zadaj;FOCUS 
66;1165;4.5;1;FORD;JU2-HHJB;FUSION / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;176;vecnamensko vozilo;FUSION 
66;1152;4.5;1;FORD;JU2-HHJB15BAEKT;FUSION / 1.6 / TDCI;Nemcija;DEU;osebni avtomobil;176;vecnamensko vozilo;FUSION 
66;1470;4.5;1;HYUNDAI;B5D91-M55AZ1;i 30 / 1.6 / CRDi LP;Koreja. republika;KOR;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1470;4.5;1;HYUNDAI;B5DH1-M63CZ1;i 30 / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1470;4.5;1;HYUNDAI;B5D91-M55AZ1;i 30 / 1.6 / CRDi LP;Koreja. republika;KOR;osebni avtomobil;172;vozilo z dviûnimi vrati zadaj;i 30 
66;1446;4.5;1;HYUNDAI;F5D11-M62AZ1;ix20 / 1.4 / CRDi;Ceöka republika;CZE;osebni avtomobil;167;vecnamensko vozilo;ix20 
66;1429;4.5;1;HYUNDAI;F5DU1-M62AZ1;i 30 CW / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 CW 
66;1366;4.5;1;HYUNDAI;B5D81-M55AZ1;i 30 / 1.6 / CRDi LP;Ceöka republika;CZE;osebni avtomobil;172;vecnamensko vozilo;i 30 
66;1470;4.5;1;KIA;YNSF5D31-M61AZ1;VENGA / 1.4 / D;Slovaöka;SVK;osebni avtomobil;167;vecnamensko vozilo;VENGA 
66;1436;4.5;1;KIA;JDC5D11-M64DZ1;CEED / 1.4 / D;Slovaöka;SVK;osebni avtomobil;170;karavan;CEED 
66;1427;4.5;1;KIA;JDC5D11-M64DZ1;CEED / 1.4 / D;Slovaöka;SVK;osebni avtomobil;170;vozilo za posebne namene;CEED 
66;1367;4.5;1;KIA;EDB5D11-M55AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1358;4.5;1;KIA;EDB3D11-M55AZ1;CEED / 1.6 / D;Slovaöka;SVK;osebni avtomobil;172;vecnamensko vozilo;CEED 
66;1345;4.5;1;KIA;YNF5D41-M61BZ1;VENGA / 1.4 / D;Ceöka republika;CZE;osebni avtomobil;167;vecnamensko vozilo;VENGA 
66;1050;4.5;0;MAZDA;6H551W0;MAZDA 2 / G90 /;Japonska ;JPN;osebni avtomobil;183;vozilo z dviûnimi vrati zadaj;MAZDA 2 
66;1235;4.5;1;OPEL;FE11-3A08B3UEAE5;CORSA / 1.3 / DTI;Nemcija;DEU;osebni avtomobil;172;vecnamensko vozilo;CORSA 
66;1141;4.5;0;OPEL;BAABC12-BX1D6KH9K4;ADAM / 1.0 / 12V TURBO;Nemcija;DEU;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;ADAM 
66;1386;4.5;1;PEUGEOT;4C9HVC/1;308 / 1.6 / HDI;Francija;FRA;osebni avtomobil;180;vecnamensko vozilo;308
66;1343;4.5;1;PEUGEOT;WE9HVC;207 / BREAK 1.6 / HDI;Francija;FRA;osebni avtomobil;182;karavan;207
66;1290;4.5;1;RENAULT;BZ0C05;MEGANE / 1.5 / DCI;Francija;FRA;osebni avtomobil;180;vozilo z dviûnimi vrati zadaj;MEGANE 
66;1280;4.5;1;RENAULT;BZAS05;MEGANE / 1.5 / DCI;Francija;FRA;osebni avtomobil;175;vozilo z dviûnimi vrati zadaj;MEGANE 
