Nazivna moc;Masa vozila;Kombinirana poraba goriva;Vrsta goriva (opis);Znamka;Tovarniöka oznaka oznaka;Komercialna oznaka;Drzava;Drzava (koda);Kategorija in vrsta vozila (opis);Najvisja hitrost;Oblika nadgradnje (opis);Komerc. oznaka  do prvega
110;1822;5.1;1;SEAT;DFLAX0AF-FM6FM6BB0027MMN7VR2SE62;ALHAMBRA / 2.0 / TDI;äpanija;ESP;osebni avtomobil;200;vecnamensko vozilo;ALHAMBRA 
110;1772;5.1;1;SEAT;DFLAX0AC-FM6FM6BB0027MMN5VR2SE62;ALHAMBRA / 2.0 / TDI;äpanija;ESP;osebni avtomobil;200;karavan;ALHAMBRA 
110;1548;5.1;1;SEAT;XDFFAX1-AM6SAM62Q0017MMML64;ATECA / 2.0 / TDI 4WD;äpanija;ESP;osebni avtomobil;196;karavan;ATECA 
110;1548;5.1;1;SEAT;XDFFAX1-AM6SAM62Q0017MMML64;ATECA / 2.0 / TDI 4WD;äpanija;ESP;osebni avtomobil;196;vozilo za posebne namene;ATECA 
110;1297;5.1;0;SEAT;FCZEAX0V-FD7SFD7CW0027MMVLO566;LEON ST / 1.4 / TSI AUT.;äpanija;ESP;osebni avtomobil;215;karavan;LEON ST 
110;1222;5.1;0;SEAT;XDADA-FM6SFM62S0327MM483;ARONA / 1.5 / TSI;äpanija;ESP;osebni avtomobil;200;vozilo z dviûnimi vrati zadaj;ARONA 
110;1697;5.1;1;äKODA;ACDTSBX01-NFD7FD7GC0044BISTN1A2A;SUPERB / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;213;karavan;SUPERB 
110;1656;5.1;1;äKODA;AADTSBX01-NFD7FD7GC0044BISTN1B2A;SUPERB / 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;222;limuzina;SUPERB 
110;1620;5.1;1;äKODA;AADFGAX11-NAM6AM62Q0017CNSTN1C7A;SUPERB / 2.0 / TDI 4x4;Ceöka republika;CZE;osebni avtomobil;214;limuzina;SUPERB 
110;1582;5.1;1;äKODA;ACDFGAX01-NFD7FD7GC0047CNSTN1C7A;SUPERB / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;209;karavan;SUPERB 
110;1565;5.1;1;äKODA;ACDFSBX1-NAM6AM62Q031ST617;YETI / 2.0 / TDI 4x4;Ceöka republika;CZE;osebni avtomobil;195;karavan;YETI 
110;1526;5.1;1;äKODA;ACCRMBX1-SAM6AM62Q031SCML7;OCTAVIA / COMBI 2.0 / TDI 4x4;Ceöka republika;CZE;osebni avtomobil;207;karavan;OCTAVIA 
110;1459;5.1;1;äKODA;ACDTTAX0-NFM6FM62Q0284BI16N0N1B2B;KAROQ / 2.0 / TDI;Ceöka republika;CZE;osebni avtomobil;207;karavan;KAROQ 
110;1415;5.1;0;äKODA;ACCZEAX01-NFM6FM62S032S1N617;SUPERB / COMBI 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;218;karavan;SUPERB 
110;1408;5.1;1;äKODA;AADFFAX0-NFD7FD7GC0027CPSTVLN1B7A;OCTAVIA / 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;221;limuzina;OCTAVIA 
110;1395;5.1;1;äKODA;ACDFFAX0-NFM6FM62Q0254BFSTVLN1B7A;OCTAVIA / COMBI 2.0 / TDI;Ceöka republika;CZE;osebni avtomobil;216;karavan;OCTAVIA 
110;1292;5.1;0;äKODA;ACDADAX0-NFM6FM62S022STVLN687;OCTAVIA / COMBI 1.5 / TSI;Ceöka republika;CZE;osebni avtomobil;218;karavan;OCTAVIA 
110;1291;5.1;0;äKODA;ACCZDAX0-NFD7FD7CW002STVLN687;OCTAVIA / COMBI 1.4 / TSI AUT.;Ceöka republika;CZE;osebni avtomobil;216;karavan;OCTAVIA 
110;1277;5.1;0;äKODA;ACCZDAX0-NFM6FM62S022STVLN657;OCTAVIA / COMBI 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;216;karavan;OCTAVIA 
110;1255;5.1;0;äKODA;AACZDAX0-NFM6FM62S022STVLN657;OCTAVIA / 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;219;limuzina;OCTAVIA 
110;1822;5.1;1;VOLKSWAGEN;DFLAX0AF-FM6FM6BB0027MMN7VR2VW62;SHARAN / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;200;vecnamensko vozilo;SHARAN 
110;1772;5.1;1;VOLKSWAGEN;DFLAX0AC-FM6FM6BB0027MMN5VR2VW62;SHARAN / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;200;karavan;SHARAN 
110;1715;5.1;1;VOLKSWAGEN;ABDTSBX0-FD7FD7GC004V4BINVR21COB0;ARTEON / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;220;vozilo z dviûnimi vrati zadaj;ARTEON 
110;1695;5.1;1;VOLKSWAGEN;ACDFGAX0-FD7FD7DL001GL5N3NVR27MM61;TIGUAN / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;200;karavan;TIGUAN 
110;1640;5.1;1;VOLKSWAGEN;ABDSRBX0-FD7FD7GC004V4BFVR21AOA;ARTEON / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;220;vozilo z dviûnimi vrati zadaj;ARTEON 
110;1599;5.1;1;VOLKSWAGEN;ACDTSBX0-FD7FD7GC004SV4BIVR21BBG0;PASSAT / VARIANT 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;210;karavan;PASSAT 
110;1590;5.1;1;VOLKSWAGEN;ACDSRBX0-FD7FD7GC004SV4BFVR21AA;PASSAT / VARIANT 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;210;karavan;PASSAT 
110;1579;5.1;1;VOLKSWAGEN;ACDFGAX0-FD7FD7GC004SV7CNVR21BA;PASSAT / VARIANT 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;216;karavan;PASSAT 
110;1560;5.1;1;VOLKSWAGEN;ACDSRAX0-FM6FM62Q028SV4BFVR21CA;PASSAT / VARIANT 2.0 / TDI;Nemcija;DEU;osebni avtomobil;213;karavan;PASSAT 
110;1558;5.1;1;VOLKSWAGEN;ACDFSBX0-L0J2FD6FD62E031N1SBVR27MMLL271;CADDY MAXI / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;192;karavan;CADDY MAXI 
110;1558;5.1;1;VOLKSWAGEN;AFDFSBX0-L0J2FD6FD62E031N1SBVR27MMLL271;CADDY MAXI / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;192;vecnamensko vozilo;CADDY MAXI 
110;1550;5.1;1;VOLKSWAGEN;AADSRBX0-FD7FD7GC004SV4BFVR21CA;PASSAT / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;220;limuzina;PASSAT 
110;1541;5.1;1;VOLKSWAGEN;VACDCYAX1-AM6AM62Q031C7MMON1ML69VR2;GOLF / ALLTRACK 2.0 / TDI 4M;Nemcija;DEU;osebni avtomobil;207;karavan;GOLF 
110;1537;5.1;1;VOLKSWAGEN;ACDFSBX0-L0J2FM6FM6BB002N1SBVR27MMLL371;CADDY MAXI / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;194;karavan;CADDY MAXI 
110;1537;5.1;1;VOLKSWAGEN;AFDFSBX0-L0J2FM6FM6BB002N1SBVR27MMLL371;CADDY MAXI / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;194;vecnamensko vozilo;CADDY MAXI 
110;1530;5.1;1;VOLKSWAGEN;DFFAX1AC4-AD7AD7GC0057MM63;T-ROC / 2.0 / TDI 4M AUT.;Nemcija;DEU;osebni avtomobil;200;karavan;T-ROC 
110;1504;5.1;0;VOLKSWAGEN;ABDADAX0-FM6FM62S032V7MVVR261;ARTEON / 1.5 / TSI;Nemcija;DEU;osebni avtomobil;222;vozilo z dviûnimi vrati zadaj;ARTEON 
110;1503;5.1;1;VOLKSWAGEN;AADFGAX0-FM6FM62Q028SV7CNVR21BA;PASSAT / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;220;limuzina;PASSAT 
110;1453;5.1;0;VOLKSWAGEN;ACCZEAX0-FD7FD7CW002SV7MMVR261;PASSAT / VARIANT 1.4 / TSI AUT.;Nemcija;DEU;osebni avtomobil;218;karavan;PASSAT 
110;1429;5.1;0;VOLKSWAGEN;ACCZEAX0-FM6FM62S032SV7MMVR261;PASSAT / VARIANT 1.4 / TSI;Nemcija;DEU;osebni avtomobil;218;karavan;PASSAT 
110;1415;5.1;1;VOLKSWAGEN;GAC4DFGAX0-FM6FM62Q025N4BFON1ML1BVR2NA;GOLF / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1368;5.1;0;VOLKSWAGEN;VACCZDAX0-FD7FD7CW006N7MMON1ML73VR2;GOLF / VARIANT 1.4 / TSI AUT.;Nemcija;DEU;osebni avtomobil;218;karavan;GOLF 
110;1360;5.1;0;VOLKSWAGEN;VACDADAX0-FM6FM62S022N7MVON1ML73VR2;GOLF / VARIANT 1.5 / TSI;Nemcija;DEU;osebni avtomobil;218;karavan;GOLF 
110;1316;5.1;0;VOLKSWAGEN;GAC4DADAX0-FM6FM62S022N7MVON1ML69VR2N;GOLF / 1.5 / TSI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1294;5.1;0;VOLKSWAGEN;GAC2DADAX0-FM6FM62S022N7MVON1ML69VR2N;GOLF / 1.5 / TSI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1764;5.1;1;VOLVO;UUZAR-UZARU10;XC60 / 2.0 / TD / MAN FWD;ävedska;SWE;osebni avtomobil;190;karavan;XC60 
110;1503;5.1;1;VOLVO;MW5851;V50 / 2.0 / TD;ävedska;SWE;osebni avtomobil;210;vecnamensko vozilo;V50 
110;1500;5.1;1;VOLVO;MS5851;S40 / 2.0 / TD;ävedska;SWE;osebni avtomobil;210;limuzina;S40 
110;1680;5.2;1;AUDI;XCUVCQ1-QD7BH003P8U067MMEM1;Q3 / 2.0 / TDI Q AUT.;Nemcija;DEU;osebni avtomobil;204;karavan;Q3 
110;1645;5.2;1;AUDI;XDFTAQ1-QM6QM62Q039P8U077MMEM1;Q3 / 2.0 / TDI Q;Nemcija;DEU;osebni avtomobil;204;karavan;Q3 
110;1450;5.2;0;AUDI;L2CVNAF1-FD7FD7CK005P8W02S57MMEM1;A4 / 1.4 / TFSI AUT.;Nemcija;DEU;osebni avtomobil;210;limuzina;A4 
110;1395;5.2;0;AUDI;L2CVNAF1-FM6DJ001P8W02S57MMEM1;A4 / 1.4 / TFSI;Nemcija;DEU;osebni avtomobil;210;limuzina;A4 
110;1355;5.2;0;AUDI;XCZEAF1-FD7FD7CW005PGA077MMEM1HA0;Q2 / 1.4 / TFSI AUT.;Nemcija;DEU;osebni avtomobil;212;karavan;Q2 
110;1615;5.2;1;CITROEN;UARHB8/1P;C4 PICASSO / 2.0 / HDI AUT.;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;C4 PICASSO 
110;1590;5.2;1;CITROEN;UDRHB8/1P;C4 PICASSO / 2.0 / HDI AUT.;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;C4 PICASSO 
110;1716;5.2;1;FORD;DM2-T7MA4A-5VU1QD;KUGA / 2.0 / TDCI 110 A6 4X4;Nemcija;DEU;osebni avtomobil;190;vecnamensko vozilo;KUGA 
110;1716;5.2;1;FORD;DM2-T7MA4AX-5VUAZA00Q1D;KUGA / 2.0 / TDCI 110 A6 4x4;Nemcija;DEU;osebni avtomobil;190;vozilo za posebne namene;KUGA 
110;1702;5.2;1;FORD;DM2-T7MA4A-5QV1QE;KUGA / 2.0 / TDCI 110 M6 4x4;Nemcija;DEU;osebni avtomobil;192;vecnamensko vozilo;KUGA 
110;1734;5.2;1;MAZDA;GW16AW0;CX-5 / CD150 / AWD;Japonska ;JPN;osebni avtomobil;199;karavan;CX-5 
110;1671;5.2;1;MAZDA;N9160E;CX-5 / 2.2 / D LP AWD;Japonska ;JPN;osebni avtomobil;197;karavan;CX-5 
110;1555;5.2;1;MAZDA;GHN9160E;CX-5 / 2.2 / D AWD;Japonska ;JPN;osebni avtomobil;197;karavan;CX-5 
110;1545;5.2;1;MERCEDES BENZ;331CT2-HZAA154A;CLA / 200 / d AUT.;Nemcija;DEU;osebni avtomobil;226;limuzina;CLA 
110;1460;5.2;1;MITSUBISHI;CYD11-AGFFA6A5AAAA;LANCER / DID / ASG;Japonska ;JPN;osebni avtomobil;207;limuzina;LANCER 
110;1643;5.2;1;RENAULT;RFDLH2A76TA1G10000;TALISMAN / 1.7 / DCI;Francija;FRA;osebni avtomobil;203;limuzina;TALISMAN 
110;1582;5.2;1;RENAULT;DTD206;LAGUNA / COUPE 2.0 / DCI;Francija;FRA;osebni avtomobil;210;kupe;LAGUNA 
110;1505;5.2;1;RENAULT;KTF206;LAGUNA / GRANDTOUR 2.0 / DCI;Francija;FRA;osebni avtomobil;210;karavan;LAGUNA 
110;1502;5.2;1;RENAULT;KT3206;LAGUNA / GRANDTOUR 2.0 / DCI;Francija;FRA;osebni avtomobil;210;karavan;LAGUNA 
110;1484;5.2;1;RENAULT;BTD206;LAGUNA / 2.0 / DCI;Francija;FRA;osebni avtomobil;210;vozilo z dviûnimi vrati zadaj;LAGUNA 
110;1843;5.2;1;SEAT;DFLAX0AF-FD6FD62E0317MMN7VR2SE62;ALHAMBRA / 2.0 / TDI AUT.;äpanija;ESP;osebni avtomobil;198;vecnamensko vozilo;ALHAMBRA 
110;1793;5.2;1;SEAT;DFLAX0AC-FD6FD62E0317MMN5VR2SE61;ALHAMBRA / 2.0 / TDI AUT.;äpanija;ESP;osebni avtomobil;198;karavan;ALHAMBRA 
110;1793;5.2;1;SEAT;DFLAX0AC-FD6FD62E0317MMN5VR2SE62;ALHAMBRA / 2.0 / TDI AUT.;äpanija;ESP;osebni avtomobil;198;vozilo za posebne namene;ALHAMBRA 
110;1385;5.2;1;SEAT;FDFGAX0V-FM6SFM62Q0254BFVLO51EA;LEON ST / 2.0 / TDI;äpanija;ESP;osebni avtomobil;215;karavan;LEON ST 
110;1693;5.2;1;äKODA;AADTSBX01-NFD7FD7GC0044BISTN1C8B;SUPERB / 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;222;limuzina;SUPERB 
110;1642;5.2;1;äKODA;ACDFGAX11-NAM6AM62Q0017CNSTN1C7A;SUPERB / COMBI 2.0 / TDI 4x4;Ceöka republika;CZE;osebni avtomobil;208;karavan;SUPERB 
110;1607;5.2;1;äKODA;ACDTSBX01-NFD7FD7GC0044BISTN1B2B;SUPERB / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;213;karavan;SUPERB 
110;1597;5.2;1;äKODA;ACDSRBX01-NFD7FD7GC0044BFSTN1A8A;SUPERB / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;212;karavan;SUPERB 
110;1591;5.2;1;äKODA;ACDFFAX1-NAD7AD7GC0054637;KAROQ / 2.0 / TDI 4x4 AUT.;Ceöka republika;CZE;osebni avtomobil;195;karavan;KAROQ 
110;1585;5.2;1;äKODA;AADTSBX01-NFD7FD7GC0044BISTN1C2B;SUPERB / 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;222;limuzina;SUPERB 
110;1577;5.2;1;äKODA;ACDSRAX01-NFM6FM62Q0284BFSTN1B8A;SUPERB / COMBI 2.0 / TDI;Ceöka republika;CZE;osebni avtomobil;213;karavan;SUPERB 
110;1561;5.2;1;äKODA;ACDCYAX1-SAD7AD7GC002SCMLN667;OCTAVIA / COMBI 2.0 / TDI 4x4 AUT.;Ceöka republika;CZE;osebni avtomobil;206;karavan;OCTAVIA 
110;1435;5.2;0;äKODA;AACZEAX01-NFM6FM62S032STN617;SUPERB / 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;220;limuzina;SUPERB 
110;1430;5.2;1;äKODA;ACDFFAX0-NFD7FD7GC0027CPSTVLN1B7A;OCTAVIA / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;213;karavan;OCTAVIA 
110;1417;5.2;1;äKODA;ACDFFAX0-NFD7FD7GC0024BFSTVLN1B8A;OCTAVIA / COMBI 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;213;karavan;OCTAVIA 
110;1408;5.2;1;äKODA;AADFFAX0-NFD7FD7GC0027CPSTVLN1B7A;OCTAVIA / 2.0 / TDI AUT.;Ceöka republika;CZE;osebni avtomobil;221;limuzina;OCTAVIA 
110;1395;5.2;1;äKODA;ACDFFAX0-NFM6FM62Q0254BFSTVLN1B7A;OCTAVIA / COMBI 2.0 / TDI;Ceöka republika;CZE;osebni avtomobil;216;karavan;OCTAVIA 
110;1317;5.2;0;äKODA;ACDADAX0-NFD7FD7CW0027CPV2VLN1C7B;OCTAVIA / COMBI 1.5 / TSI AUT.;Ceöka republika;CZE;osebni avtomobil;214;karavan;OCTAVIA 
110;1277;5.2;0;äKODA;ACCZDAX0-NFM6FM62S022STVL687;OCTAVIA / COMBI 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;216;karavan;OCTAVIA 
110;1255;5.2;0;äKODA;AACZDAX0-NFM6FM62S022STVLN657;OCTAVIA / 1.4 / TSI;Ceöka republika;CZE;osebni avtomobil;219;limuzina;OCTAVIA 
110;1845;5.2;1;VOLKSWAGEN;DFLAX0AF-FD6FD62E0317MMN6VR2VW61;SHARAN / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;198;vecnamensko vozilo;SHARAN 
110;1843;5.2;1;VOLKSWAGEN;DFLAX0AF-FD6FD62E0317MMN7VR2VW62;SHARAN / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;198;vecnamensko vozilo;SHARAN 
110;1793;5.2;1;VOLKSWAGEN;DFLAX0AC-FD6FD62E0317MMN5VR2VW62;SHARAN / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;198;karavan;SHARAN 
110;1714;5.2;1;VOLKSWAGEN;ACDTSBX0-FD7FD7GC004V4BINVR21COB0;ARTEON / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;216;karavan;ARTEON 
110;1599;5.2;1;VOLKSWAGEN;ACDSRBX0-FD7FD7GC004SV4BFVR21AA00;PASSAT / VARIANT 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;210;karavan;PASSAT 
110;1590;5.2;1;VOLKSWAGEN;ACDSRBX0-FD7FD7GC004SV4BFVR21AA;PASSAT / VARIANT 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;210;karavan;PASSAT 
110;1550;5.2;1;VOLKSWAGEN;AADSRBX0-FD7FD7GC004SV4BFVR21CA;PASSAT / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;220;limuzina;PASSAT 
110;1521;5.2;1;VOLKSWAGEN;DTTCX0AC4-FD7FD7GC0044BI1CANNMI;T-ROC / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;205;karavan;T-ROC 
110;1503;5.2;1;VOLKSWAGEN;AADFGAX0-FM6FM62Q028SV7CNVR21BA;PASSAT / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;220;limuzina;PASSAT 
110;1455;5.2;1;VOLKSWAGEN;VACDFGAX0-FM6FM62Q025N4BFON1ML1BVR2A;GOLF / VARIANT 2.0 / TDI;Nemcija;DEU;osebni avtomobil;218;karavan;GOLF 
110;1445;5.2;1;VOLKSWAGEN;GAC4DFGAX0-FD7FD7GC002N7CPON1ML1BVR2NA;GOLF / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;214;karavan;GOLF 
110;1420;5.2;0;VOLKSWAGEN;SACDADAX0-FD7FD7CW002N7MVON1ML06VR2;GOLF / SPORTSVAN 1.5 / TSI AUT.;Nemcija;DEU;osebni avtomobil;212;karavan;GOLF 
110;1415;5.2;1;VOLKSWAGEN;GAC4DFGAX0-FM6FM62Q025N4BFON1ML1CVR2NA;GOLF / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1277;5.2;0;VOLKSWAGEN;GAC4CZDAX0-FM6FM62S022N7MMON1ML68VR2;GOLF / 1.4 / TSI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1268;5.2;0;VOLKSWAGEN;GAC2CZDAX0-FM6FM62S022N7MMON1ML79VR2;GOLF / 1.4 / TSI;Nemcija;DEU;osebni avtomobil;216;karavan;GOLF 
110;1611;5.2;1;VOLVO;MZ5150;V40 Cross Country / 2.0 / TD AUT.;ävedska;SWE;osebni avtomobil;200;vecnamensko vozilo;V40 Cross Country 
110;1597;5.2;1;VOLVO;MV5150;V40 / 2.0 / TD AUT.;ävedska;SWE;osebni avtomobil;205;vecnamensko vozilo;V40 
110;1755;5.3;1;AUDI;XCJCDF1-FM6B1006R8R737MJEM1N;Q5 / 2.0 / TDI;Nemcija;DEU;osebni avtomobil;192;karavan;Q5 
110;1680;5.3;1;AUDI;XDFTAQ1-QD7BH003P8U087MMEM1;Q3 / 2.0 / TDI Q AUT.;Nemcija;DEU;osebni avtomobil;204;karavan;Q3 
110;1675;5.3;1;AUDI;ACJCDQ1-QM6B2003RB8K1S57MJEM1;A4 AVANT / 2.0 / TDI Q;Nemcija;DEU;osebni avtomobil;207;karavan;A4 AVANT 
110;1590;5.3;1;AUDI;XDFTAF1-FD7FD7BH002P8U077MMEM1;Q3 / 2.0 / TDI AUT.;Nemcija;DEU;osebni avtomobil;204;karavan;Q3 
110;1450;5.3;0;AUDI;L2CVNAF1-FD7CK005P8W05S57MMEM1;A4 / 1.4 / TFSI AUT.;Nemcija;DEU;osebni avtomobil;210;limuzina;A4 
110;1395;5.3;0;AUDI;L2CVNAF1-FM6FM6DJ001P8W05S57MMEM1K1;A4 / 1.4 / TFSI;Nemcija;DEU;osebni avtomobil;210;limuzina;A4 
110;1615;5.3;1;BMW;6W91-IAW500L0;218 / GRAN TOURER / d AUT.;Nemcija;DEU;osebni avtomobil;207;karavan;218
110;1560;5.3;1;BMW;6T91-DAW500L0;218 / ACTIVE TOURER / d AUT.;Nemcija;DEU;osebni avtomobil;210;karavan;218
110;1530;5.3;1;BMW;5V31-DAW507T0;318 / / d AUT.;Nemcija;DEU;osebni avtomobil;224;limuzina;318
110;1515;5.3;1;BMW;6T91-CHW50000;218 / ACTIVE TOURER / d;Nemcija;DEU;osebni avtomobil;210;karavan;218
110;1985;5.3;1;CITROEN;VEAHXH-N2B00L;JUMPY SPACE TOURER / 2.0 / HDI L2;Francija;FRA;osebni avtomobil;170;vozilo z dostopom za invalidski vozicek;JUMPY SPACE TOURER 
110;1925;5.3;1;CITROEN;VEAHXH-N2B00L;JUMPY SPACE TOURER / 2.0 / HDI L2;Francija;FRA;osebni avtomobil;170;vecnamensko vozilo;JUMPY SPACE TOURER 
110;1924;5.3;1;CITROEN;VEAHXH-P2B00L;JUMPY SPACE TOURER / 2.0 / HDI L2;Francija;FRA;osebni avtomobil;170;vecnamensko vozilo;JUMPY SPACE TOURER 
110;1895;5.3;1;CITROEN;VEAHXH-N2B00K;JUMPY SPACE TOURER / 2.0 / HDI L1;Francija;FRA;osebni avtomobil;170;vecnamensko vozilo;JUMPY SPACE TOURER 
110;1615;5.3;1;CITROEN;UARHB8/P;C4 PICASSO / 2.0 / HDI AUT.;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;C4 PICASSO 
110;1590;5.3;1;CITROEN;UDRHB8/P;C4 PICASSO / 2.0 / HDI AUT.;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;C4 PICASSO 
110;1945;5.3;1;LAND ROVER;LCS5CA2F-A7H1;DISCOVERY SPORT / 2.0 / TD4 4WD AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;karavan;DISCOVERY SPORT 
110;1855;5.3;1;LAND ROVER;LCS5CA2F-A5A2;DISCOVERY SPORT / 2.0 / TD4150 AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;190;karavan;DISCOVERY SPORT 
110;1855;5.3;1;LAND ROVER;LCS5CA2F-A5A1;DISCOVERY SPORT / 2.0 / TD4150 AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;karavan;DISCOVERY SPORT 
110;1846;5.3;1;LAND ROVER;LCS5CA2F-A5A4;DISCOVERY SPORT / 2.0 / TD4150 4WD AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;190;karavan;DISCOVERY SPORT 
110;1846;5.3;1;LAND ROVER;LC-S5CA2F-A5A5;DISCOVERY SPORT / 2.0 / TD4 4WD AUT.;Zdruûeno kraljestvo;GBR;osebni avtomobil;180;karavan;DISCOVERY SPORT 
110;1624;5.3;1;MAZDA;GHF9180E;CX-5 / CD150 / AT;Japonska ;JPN;osebni avtomobil;198;karavan;CX-5 
110;1550;5.3;1;MAZDA;F9180E;CX-5 / 2.2 / D LP AT;Japonska ;JPN;osebni avtomobil;198;karavan;CX-5 
110;1505;5.3;1;MAZDA;F9180E;CX-5 / CD150 / AT;Japonska ;JPN;osebni avtomobil;198;karavan;CX-5 
110;1479;5.3;0;MAZDA;FWG6CW00;CX-30 / G150 / AWD;Japonska ;JPN;osebni avtomobil;182;karavan;CX-30 
110;1570;5.3;1;MERCEDES BENZ;321CT2-HZAA154A;CLA / 200 / d AUT.;Nemcija;DEU;osebni avtomobil;221;karavan;CLA 
110;1560;5.3;1;MERCEDES BENZ;331CT2-HZAA150A;CLA / 200 / d AUT.;Nemcija;DEU;osebni avtomobil;226;limuzina;CLA 
110;1535;5.3;1;MERCEDES BENZ;O01CT2-HZAA150B;B / 200 d / AUT.;Nemcija;DEU;osebni avtomobil;219;karavan;B 
110;1675;5.3;1;MITSUBISHI;GF621-ADCCA6A7AAAA;OUTLANDER / 2.2 DID / 4WD ASG;Japonska ;JPN;osebni avtomobil;200;karavan;OUTLANDER 
110;1640;5.3;1;MITSUBISHI;GF621-ABCCA6A5AAAA;OUTLANDER / 2.2 DID / 4WD ASG;Japonska ;JPN;osebni avtomobil;200;karavan;OUTLANDER 
110;1635;5.3;1;MITSUBISHI;GF621-ABCCA6B5BAAA;OUTLANDER / 2.2 DID / 4WD ASG;Japonska ;JPN;osebni avtomobil;200;karavan;OUTLANDER 
110;1925;5.3;1;PEUGEOT;VEAHXH-N2B00L;EXPERT TRAVELLER / 2.0 / HDI L2;Francija;FRA;osebni avtomobil;170;vecnamensko vozilo;EXPERT TRAVELLER 
110;1895;5.3;1;PEUGEOT;VEAHXH-N2B00K;EXPERT TRAVELLER / 2.0 / HDI L1;Francija;FRA;osebni avtomobil;170;vecnamensko vozilo;EXPERT TRAVELLER 
110;1750;5.3;1;PEUGEOT;0ERHE8/1;5008 / 2.0 / HDI;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;5008
110;1638;5.3;1;PEUGEOT;0ARHE8/1;5008 / 2.0 / HDI;Francija;FRA;osebni avtomobil;195;vecnamensko vozilo;5008
110;1604;5.3;1;PEUGEOT;0URHE8/1;3008 / 2.0 / HDI;Francija;FRA;osebni avtomobil;195;karavan;3008
